Sample Date,Sample Time,Depth,total_phosphorus,pH,temperature,dissolved_reactive_phosphorus,total_dissolved_phosphorus,electrical_conductance,nitrate_nitrogen,dissolved_oxygen,nitrite_nitrogen,oxygen_saturation,hardness,biochemical_oxygen_demand,total_suspended_solids,bicarbonate,dissolved_organic_carbon,chloride,total_organic_carbon,chemical_oxygen_demand,cadmium,lead,chromium,total_dissolved_solids,arsenic,calcium,turbidity,magnesium,mercury,sodium,alkalinity,potassium,zinc,iron,copper,manganese,cobalt,silica,barium,selenium,boron,uranium,fluoride,strontium,lithium,sulfate,total_solids,ammonium_nitrogen,oxidized_nitrogen,nickel,ammonia_nitrogen,Water_Quality_Class
2015-02-10,,0.0,0.05,,,,,,,,,,,2.0,1.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2013-05-25,12:00,0.3,0.311,6.97,,,,1079.0,0.033,1.17,0.038,,184.24,1.6,84.0,,13.2,,13.2,50.96,0.0002,0.0031,0.00088,690.56,0.00139,,21.6,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0046,0.176,Moderate
1988-05-02,00:00,0.3,,8.5,32.8,0.010334,,427.0,0.0,,0.0,,159.175,,,228.75,,,,19.1,,,,220.0,,,0.0,,,,216.0,,,,,,,,,,,,,,,,,0.0,0.0,,,Good
2017-02-20,,10.0,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-20,12:00,0.3,0.301,7.8,,,,319.0,0.0902936,4.2,0.0071036574,,,5.3,,,,,,37.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2018-04-25,12:00,0.3,0.83779,8.4,21.7,,,1337.0,11.597983,3.99,0.250353,54.9,382.8,2.0,56.25,,6.453,,6.453,36.67,0.0002,0.00154,0.00663,855.68,0.01186,,18.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.00837,0.441461,Poor
2011-12-01,00:00,0.3,,6.404999999999999,26.0,0.37,,49.0,1.55,7.4,,91.2116,20.3333,0.6,,20.74,,,,4.0,,,,30.0,,,,,,,17.0,,,,,,,,,,,,,,,,,0.013,,,,Moderate
2010-09-21,12:00,0.3,,7.9,13.0,,,,,,,,,,34.0,,,42.2,,,0.00025,0.001,0.001,,,135.0,,35.9,1e-05,32.0,,8.2,0.025,0.025,0.0025,0.082,,,,,,,,,,,,,,0.0034,,Moderate
2009-05-11,12:00,0.3,,8.01,13.6,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2004-10-25,12:15,0.3,0.0049,7.1,11.0,,0.002,127.0,,,,,62.96,,,,1.1,,,,4.4e-05,0.000164,6.3e-05,,0.0002099999999999,,0.43,,,,53.0,,0.00208,0.0134,0.0004,0.00186,1.2e-05,,0.0193999999999999,8e-05,0.0014,0.00043,0.07,0.107,0.0011,,,,,0.00027,,Good
2015-09-24,12:00,0.5,0.128612,8.2,26.6,,,109.1,0.01359,5.98,0.005297,90.5,55.63,2.0,41.0,,5.1307,,6.568,20.45,0.0002,0.00154,0.00088,69.824,0.00139,,26.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.100738,Moderate
2011-01-14,12:00,0.3,,8.0,10.4,,,,,,,,,,6.0,,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2009-11-04,12:00,0.3,,7.5,9.9,,,,,,,,73.0,,28.0,67.8,,9.9,,,,,,,,26.0,,2.1,,4.5,,1.6,,,,,,,,,,,,,,,,,,,,Moderate
2013-01-01,00:00,0.3,,8.47,20.0,0.082,,213.0,0.173,7.0,0.009,76.9908,115.583,0.4,,148.0,,,,47.0,,,,148.0,,,0.0,,,,141.928,,,,,,,,,,,,,,,,,,0.182,,,Moderate
2020-12-08,12:00,0.5,0.154,8.0,6.8,,,390.0,1.1963902,11.1,,90.0,224.0,2.0,4.0,225.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2407119,,,,Moderate
2018-02-14,,21.0,,,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976-04-21,,0.3,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6,,,Poor
2018-12-09,,0.5,,,,,,,,,,,,,27.0,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2016-04-20,10:45,0.3,0.006,7.890000000000001,2.75,,,183.9,0.18,12.42,,91.7,87.8,,,,2.8,,,,3e-06,2.7e-05,6e-05,,6e-05,28.1,0.95,4.28,,7.08,79.0,0.4,0.0004,0.0443,0.0002,0.00553,3.2e-05,,0.0034,4e-05,0.0027,9.4e-05,,0.0486,0.0002399999999999,,,,,0.00025,,Good
2021-12-14,12:00,0.1,0.032,6.53,0.0,,,45.0,,,,85.0,,,,,,,19.0,,,,,,,3.5,,,,,,1.0,,2.0,,0.054,,3.97375,,,,,,,,,,0.0420314037,0.12,,,Moderate
2021-06-23,,0.0,0.019,,,,,,0.0677202,,0.00152439,,137.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0155298,,,,Good
2016-08-23,15:10,0.3,0.199,7.83,8.6,,,,0.0337,,0.001,,54.5,,164.0,,0.67,0.5,,,8.8e-05,0.00189,0.00512,,0.002,,130.0,,,,,,0.0166,5.7,0.0108,0.172,0.00275,,0.096,0.00033,0.0040999999999999,0.000256,,0.107,0.00343,16.8,,,0.0337,0.00605,,Moderate
2020-02-25,12:00,0.3,,8.0,10.1,,,1017.0,5.869084,9.0,0.18597558,,354.3,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0637913,,,0.0131592,Poor
2012-10-17,12:20,0.3,0.0096,7.84,5.9,,,100.0,0.011,11.4,0.005,,53.6,,,,0.5,,0.7,,6e-06,2.8e-05,0.0001199999999999,,0.0004799999999999,,0.98,,,,43.2,,0.0002,0.0538,0.00038,0.00315,3.3e-05,,0.0277,8e-05,0.0026,0.000743,,0.0825,0.00058,,,,,0.0002399999999999,,Good
2016-02-23,12:00,0.3,0.382672,8.5,22.9,,,225.0,0.171857,8.06,0.004132,97.3,66.56,2.0,52.86,,4.377,,5.3732,36.8,0.0002,0.00154,0.0121,144.0,0.00139,,29.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.008,0.050842,Moderate
2011-01-19,,0.0,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-25,12:00,0.0,,7.81,,,,244.0,,8.9,,91.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2011-03-22,12:00,0.3,,8.2,7.6,,,,,,,,353.0,,12.0,338.0,1.79,34.0,,,,,,,,129.0,,7.6,,24.9,,3.7,,,,,,,,,,,,,,,,,,,,Poor
2003-09-03,00:00,0.3,,7.93,5.6,,,237.0,,,,7.73,,,,162.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2019-03-12,12:00,0.0,0.0383,8.81,4.1,,,300.0,,14.3,,,,,,,,14.0,9.6,,,,,,,46.0,4.6,4.5,,9.2,105.7,2.4,,0.054,,0.0092,,0.11,,,,,0.18,,,,,0.01475331,1.76,,,Moderate
2020-01-23,,0.3,1.0,,,0.8445,0.89,,2.3225,8.6,0.09,85.0,,,,263.0,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.41,,,Poor
2011-02-10,,0.0,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-07-29,12:00,0.3,,6.89,,,,,8.8939196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2023-06-20,12:00,0.0,0.064,8.5,27.5,,,409.0,0.4740414,3.5,0.05487804,44.0,218.8,3.6,17.0,,,13.2,,12.0,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,0.0077649,,,0.0016449,Moderate
2015-05-05,12:00,0.0,,8.2,,,,185.5,,,,103.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2023-12-12,12:00,0.3,,7.5,7.9,,,140.0,,11.7,,100.0,64.0,1.0,,68.32,,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02001480624,0.2,,,Good
2010-12-06,12:00,0.3,,8.1,5.1,,,,,,,,246.3024,,1.7,,0.8,13.6,,,,,,,,75.8,,14.0,,8.7,,1.8,,,,,,,,,,,,,,,,,,,,Moderate
2016-09-28,12:00,0.3,0.016,7.4,,,,764.0,,,0.00304878,,,,,343.0,,,1.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0232947,,,,Good
2018-12-11,,1.0,,,,,,,,,,,162.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2010-11-03,12:00,0.3,,7.35,13.0,,,,,,,,,,236.0,,,3.3,,,0.00025,0.001,0.001,,0.0039,39.2,,5.3,1e-05,3.1,,1.1,0.025,0.106,0.0025,0.031,,,,,,,,,,,,,,0.001,,Moderate
2006-07-20,,0.3,,,12.0,,,699.0,8.3973048,,0.0152439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.077649,,,,Poor
2021-04-07,12:00,1.0,0.12,7.0,1.3,,,83.0,,,,90.0,,,,,,,15.0,,2.6e-05,0.00077,0.0012,,0.00059,6.6,,,,,,2.1,0.006,4.9,0.0041,0.053,0.00041,4.25425,,0.0001,,,,,,,,0.0280235241,1.0,0.002,,Moderate
2020-04-07,12:00,0.3,,8.6,8.9,,,562.0,2.59812610512,10.7,0.019526749925,92.0,292.0,1.0,,322.08,,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0500370156,2.7,,,Poor
2015-02-27,12:00,0.0,0.2,7.9,,,,316.0,2.821675,,0.02439024,105.2,147.0,4.0,,154.0,3.3,,,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.155298,2.848,,,Poor
2018-02-28,,1.0,,,28.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-05-09,,17.0688,0.17,,,0.05,0.06,,0.74,6.2,0.01,69.0,,,,91.8,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,Moderate
2013-01-04,,6.0,,,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,00:00,0.3,,7.1,,,,62.0,0.7,9.8,,,,1.4,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,0.24,,,,Moderate
2008-12-01,00:00,0.3,,7.4,15.0,,,330.0,,,0.02,,224.0915,,,185.22,,,,,,,,,,,,,,,167.8195,,,,,,,,,,,,,,,,,,,,,Moderate
2013-07-16,12:00,0.0,0.06,8.6,,,,1362.0,1.1512434,,0.00609756,180.9,,1.0,,,2.0,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1009437,1.158,,,Moderate
2019-12-23,00:00,0.3,,8.3,,,,,,6.3,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2021-02-01,12:00,0.2,0.028,8.2,10.5,,,,0.5995946508,7.76,,69.6,410.0,1.2,,,0.5,,,6.0,,,,,,,,,,,340.0,,,,,,,,,,,,,,,,,0.04969536,,,,Moderate
2012-08-27,12:00,0.3,,7.95,19.8,,,,,,,,,,5.5,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2015-03-23,12:00,0.3,0.036,8.2,5.4,,,614.0,0.46968247646,,0.005006858955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.024802954176,,,,Moderate
2018-10-16,12:00,0.3,0.03373,7.2,28.4,,,160.0,0.056578,6.3,0.00322,74.7,37.951,2.0,10.0,,1.781,,2.283,10.0,0.0002,0.00154,0.00088,102.4,0.00139,,31.0,,4.6e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.055595,Moderate
1993-06-08,,0.3,0.01,,,0.01,0.02,,0.05,11.5,0.01,105.0,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,Good
2013-07-01,12:00,0.0,0.01,8.2,16.3,,,262.305,,9.5,0.005014480905,97.0,,,,146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02994067791,0.4,,,Moderate
2016-10-11,,31.0,,,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-23,,4.0,,,19.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-09-30,,7.0,,,27.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-20,12:00,0.0,0.05,7.5,13.2,,,187.0,0.200000324,6.3,0.00304878,60.0,108.0,2.0,62.0,,1.6,1.7,,,4e-05,0.00036,0.002,,,36.6,,4.0,2e-05,1.7,,1.0,0.01,0.05,0.005,0.00475,,,,,,,,,,,,,,0.002,,Moderate
2011-12-13,12:00,0.3,,8.05,8.7,,,,,,,,,,30.0,,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
1995-07-11,00:00,0.3,,7.8,28.5,0.0,,326.0,0.28,4.0,0.028,51.1496,94.9477,,,144.57,,,,,,,,,,,,,,,118.572,,,,,,,,,,,,,,,,,0.0,0.308,,,Moderate
2013-03-26,12:00,0.3,0.001,7.51,34.0,,,954.33,0.08,6.64,0.005,94.67,477.04,10.0,80.0,,0.94,,1.14,22.45,0.0002,0.00154,0.00088,610.7712,0.00139,,2.5,,0.0011,,,,,,,,,,,,,,,,,,,,,0.0002,0.18,Moderate
2015-12-03,00:00,0.3,,7.92,25.0,0.22,,346.0,3.61,,0.0,,130.9,,,144.77,,,,11.7,,,,202.0,,,,,,,118.664,,,,,,,,,,,,,,,,,0.087,3.61,,,Moderate
1997-01-01,00:00,0.3,0.1,7.63,25.5,,,54.0,,7.72,,93.5134,18.075,,,7.3,,,,,,,,,,,,,,,5.98361,,,,,,,,,,,,,,,,,,,,,Moderate
2016-09-21,,2.0,,,19.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-02-25,12:00,0.3,0.035,8.3,23.6,,,103.0,0.974,5.43,0.005,63.0,44.0,2.0,10.0,,0.876,,1.848,19.93,0.0002,0.0085,0.00088,65.92,0.00139,,2.5,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0043,0.003,Moderate
2013-03-15,12:00,0.3,0.1015,8.47,23.88,,,201.92,0.0106,10.88,0.0023,130.5,164.3732,2.2,10.0,,2.8745,,2.9663,18.624,0.0002,0.00154,0.00088,129.2288,0.00139,,2.3,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.0431,Moderate
2012-06-18,12:00,0.3,,8.2,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2022-08-01,12:00,0.3,,8.3,22.4,,,655.0,,10.51,,120.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2013-08-12,12:00,0.5,0.2039,8.21,31.4,,,64100.0,0.0381,5.7,0.021,93.6,,,15.0,,0.5,,0.5,,,,,51280.0,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,0.02,Moderate
2020-01-15,12:00,0.0,0.051,6.84,5.5,,,72.6,,,,,,,20.0,,,10.0,14.8,,2.8e-05,0.0012,0.00079,,0.00038,5.4,21.0,1.3,6.7e-06,6.8,10.0,1.1,0.0082,0.79,0.0019,0.051,0.00051,2.4,,,,0.00038,0.09,,,,,0.01863576,0.338,0.00095,,Moderate
2020-07-01,12:00,0.0,0.005,8.0,20.3,,,313.0,0.39954918,9.6,0.00304878,110.7,184.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0465894,,,,Moderate
2016-07-20,12:00,0.0,,7.42,20.2,,,435.0,,7.19,,79.9,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2015-12-08,,0.5,0.036,,,,,,0.9706562,9.023,0.019512192,77.0,,,4.0,60.0,12.3,30.0,,,0.0001799999999999,0.0002,0.00094,4.0,,49.0,,11.0,,22.0,,15.0,0.066,0.57,0.004,0.33,,,,,,,,,,,,0.3804801,,0.047,0.001,Moderate
2018-02-14,00:00,0.3,,8.6,,,,523.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2019-05-02,00:00,0.3,,7.8,,,,,,5.2,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2011-03-10,12:00,0.3,,6.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2017-09-05,12:00,0.5,0.0227,8.5,28.8,,,57880.0,0.07064,7.4,0.03168,102.6,,,10.0,,0.5,,0.5,,0.003,0.005,0.005,46304.0,0.01,,2.5,,0.0005,,,,,,,,,,,,,,,,,,,,,0.001,2.71325,Poor
2015-04-27,12:00,0.0,,8.0,11.4,,0.12,110.0,,8.2,,,94.0,1.2,,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2015-07-28,12:00,0.5,0.45175,7.6,29.6,,,11980.0,0.02,2.36,0.021,31.1,,,30.59,,51.69,,82.242,,0.003,0.005,0.005,9584.0,0.01,,7.2,,0.0005,,,,,,,,,,,,,,,,,,,,,0.001,0.175691,Poor
2014-05-26,12:00,0.3,1.89,7.3,24.4,,,1118.0,1.38,,,,366.0,,,267.0,,54.0,0.98,,0.0002,0.0006,0.0002,727.0,0.0017,41.77,,,0.00172,85.44,313.0,20.91,0.1188,1.787,,0.0157,,88.56,,,,,0.45,,,86.0,,,,,3.11,Moderate
2014-04-01,12:00,0.0,0.052,7.4,,,,358.0,7.90069,,0.0304878,110.9,,3.3,,,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0931788,7.937,,,Poor
2017-03-24,,39.5,,,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-09-06,12:00,0.3,,7.7,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2018-06-04,12:00,0.0,0.05,7.8,21.4,,,226.0,0.2997973254,8.5,,98.0,,0.5,2.5,247.0,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2014-03-14,,29.0,,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-01-01,,0.3,,,,,,873.0,9.6388418,10.7,0.000609756,,,,,,,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077649,,,,Moderate
2021-07-12,12:00,0.0,0.0841,8.29,22.4,,0.03594,765.0,7.431376102015,6.83,0.045922910335,81.0,190.99162648,1.34,66.8,147.376,10.26,,10.82,,0.0001,0.000874,0.000316,,0.000886,49.73845,,16.21636,5e-05,75.76702,,7.53085,0.014921,0.34649,0.002842,0.10336,,,,0.000195,,0.000761,,,,,,0.221246351726,,0.002769,,Moderate
2014-07-15,12:00,0.3,,5.5,,,,90.0,0.112867,6.4,0.00304878,,13.0,,,6.1,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1087086,,,,Moderate
2018-01-08,12:00,1.0,0.19,7.4,0.1,,,1.1,,,,95.0,,,130.0,,,,16.0,,3.2e-05,0.0019,0.0043,,0.00062,9.4,,,,,,3.1,0.016,10.0,0.0058,0.088,,5.61,,0.0002,,,,,,,,0.0300191034,1.0,0.004,,Moderate
2018-11-26,,1.0,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-03-09,12:00,0.0,0.02,8.2,6.8,,,551.0,2.49816290394,11.7,,96.0,290.0,2.0,5.0,,,9.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2023-01-24,,0.0,0.005,,,,,,0.4740414,,0.00304878,,,,,15.0,,2.5,,,,,,,,3.5,,0.9,,3.2,,,,,,,,,,,,,,,0.0009,,,0.0077649,2.1,,,Good
2017-07-12,12:00,0.5,0.061,8.3,32.4,,,27102.0,0.129,4.9,0.021,60.5,,,20.0,,0.5,,0.5,,0.003,0.005,0.005,21681.6,0.01,,4.39,,0.0005,,,,,,,,,,,,,,,,,,,,,0.00989,0.194,Poor
2021-11-17,12:00,0.0,,8.0,10.3,,,309.0,,11.5,,103.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,Moderate
2017-07-11,12:00,10.0,,7.3,14.3,,,,,10.3,,100.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Good
2014-11-06,12:00,0.3,0.11,8.2,30.5,,,404.0,0.48,4.2,0.005,56.4,173.5,3.9,10.0,,1.984,,2.248,16.46,0.0002,0.00154,0.00088,258.56,0.0053,,1.7,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.155,Moderate
2018-12-05,,3.0,,,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12-05,12:00,0.3,0.264,7.8,,,,557.0,0.81941442,11.0,0.0125304858,,,1.6,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2015-06-03,12:00,0.0,0.017,7.84,,,,,2.9119686,,0.01219512,111.5,,0.9,,239.0,1.7,,,5.2,1e-05,0.00011,0.0005,,0.0005,,,,1e-05,,,,,,0.00051,,,,,,,,,,,,,0.0232947,2.926,0.0005,,Moderate
2017-03-17,,15.0,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-09,12:00,3.5,0.027,8.6,5.3,,,305.0,0.329894123592,14.7,0.02003484,116.0,166.0,,,97.4985357,,9.1,,,,,,,,45.0,,13.0,,7.6,,2.7,,,,,,3.7,,,,,0.3,,,,,0.319470193614,,,,Moderate
2016-03-16,12:00,0.0,,7.7,,,,,,,,104.3,249.0,3.0,14.0,,,,,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2020-04-20,,0.5,0.0123,,,,,,0.074717954,,0.0046646334,113.0,,,,,3.29,,,,1.56e-05,2e-05,0.0001,3.45,0.00211,360.0,,1000.0,1.45e-07,,,,0.000934,,,,8.23e-05,,0.00926,0.000151,,0.0034,,,,,,0.015762747,,0.000823,,Good
2017-02-17,12:00,0.5,0.0293,8.1,24.9,,,28100.0,0.02,6.6,0.021,75.3,,,19.0,,0.5,,0.5,,0.003,0.005,0.005,22480.0,0.01,,3.8,,0.0005,,,,,,,,,,,,,,,,,,,,,0.001,0.02,Poor
2010-06-18,12:00,0.3,,8.47,11.6,,,,,,,,,,6.2,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderate
2016-04-26,,9.0,,,22.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-10,12:00,0.0,0.14,7.6,,,,460.0,0.9480828,9.0,0.00914634,95.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1009437,,,,Moderate
2013-05-16,,0.5,0.0728,,29.7,,,250.0,0.019,,0.0057,,107.7664,4.99,58.0,,6.1271,,7.7153,33.62,0.0002,0.00154,0.00088,160.0,0.00139,,90.0,,0.0001,,,,,,,,,,,,,,,,,,,,,0.0002,0.0563,Moderate
2022-03-14,12:00,40.0,0.005,7.5,4.2,,0.005,166.0,0.363754088152,8.5,0.002002743582,71.0,85.25043656,,,92.13597,,,1.3,,,,,,,21.11,,7.9,,3.15,,2.12,,,,,,,,,,,,,,,,0.00900107208,,,,Good
1979-11-15,00:00,0.3,,7.9,,,,116.0,0.0,,0.0,,49.0,,,73.2,,,,,,,,100.0,,,,,,,120.1,,,,,,,,,,,,,,,,0.0,,,,,Good
1996-01-10,00:00,0.3,,8.22,27.8,0.031002,,310.0,,,0.0,,132.9,,,156.16,,,,,,,,,,,,,,,128.0,,,,,,,,,,,,,,,,,0.23868,,,,Moderate
2017-07-24,12:00,0.3,0.4801,8.0,29.2,,,798.0,1.813,7.32,0.005,103.67,297.0,2.0,24.0,,2.097,,3.723,16.69,0.0002,0.00154,0.00088,510.72,0.00139,,40.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.003,Moderate
2012-01-01,00:00,0.3,,7.5,22.05,,,,,,,,97.625,,,4.5,,,,,,,,,,,,,,,35.128,,,,,,,,,,,,,,,,,,,,,Good
2016-04-07,12:00,25.0,,7.1,555.0,,,,0.112867,,,219.0,,,,,,7.4,,,,,,,,,,,0.0001,,,,,,,,,2.66,,,,,,,,,,0.0854139,,,,Moderate
2015-07-23,12:00,0.0,0.033,8.32,,,,274.0,,,0.00304878,,,3.0,,104.0,5.7,,6.4,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077649,,,,Moderate
2018-04-13,12:00,0.3,0.04367,8.7,32.7,,,522.0,0.011227,9.95,0.002039,133.1,190.365,4.92,57.25,,4.763,,5.083,28.42,0.0002,0.00154,0.01708,334.08,0.00139,,37.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.02123,0.130603,Moderate
2015-02-04,12:00,0.0,0.034,6.9,,,,75.5,0.8803626,,0.00304878,100.5,,1.6,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0077649,0.884,,,Good
2014-09-16,12:00,0.0,0.026,8.1,,,,269.0,0.79684102,,0.005792682,92.0,119.0,0.5,,122.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02096523,0.803,,,Moderate
2017-10-16,12:00,2.55,,8.4,27.1,,,32610.0,,3.9,,47.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poor
2010-01-11,12:00,0.3,,8.2,3.6,,,,,,,,163.0,,2.6,174.0,2.0,15.0,,,,,,,,54.0,,6.9,,10.0,,1.7,,,,,,,,,,,,,,,,,,,,Moderate
2016-08-04,12:00,0.3,0.001,7.6,26.7,,,247.0,0.534205,5.8,0.006,73.2,134.0,2.0,23.0,,1.582,,1.915,10.0,0.0002,0.00154,0.00088,158.08,0.00139,,28.0,,8.999999999999999e-05,,,,,,,,,,,,,,,,,,,,,0.0002,0.04322,Moderate
2015-08-19,12:00,0.5,0.0314,8.3,30.4,,,54167.0,0.02,8.8,0.021,111.69,,,46.0,,2.356,,2.533,,0.003,0.005,0.005,43333.6,0.01,,2.5,,0.0005,,,,,,,,,,,,,,,,,,,,,0.001,0.0384,Poor
1990-10-01,00:00,0.3,,8.41,26.0,,,490.0,0.0,,,,,,,161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,Good
2014-10-29,12:00,0.0,0.015,6.7,7.8,,,90.45,,,0.004005487164,98.0,30.0,1.0,4.0,13.42,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0200023824,0.2,,,Good
2014-07-12,12:00,0.0,,7.3,21.0,,,2170.0,37.77275645136,2.7,0.05006858955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02001480624,,,,Moderate
